input,target,start_coords.x,start_coords.y,start_coords.z,coordinates_p.x,coordinates_p.y,coordinates_p.z,p.containment,p.food_k,p.strong_k,p.mid_k,coordinates_o.x,coordinates_o.y,coordinates_o.z,o.containment,o.food_k,o.strong_k,o.mid_k,coordinates_c.x,coordinates_c.y,coordinates_c.z,c.containment,c.food_k,c.strong_k,c.mid_k,coordinates_g.x,coordinates_g.y,coordinates_g.z,g.containment,g.food_k,g.strong_k,g.mid_k,coordinates_k.x,coordinates_k.y,coordinates_k.z,k.containment,k.food_k,k.strong_k,k.mid_k,coordinates_r.x,coordinates_r.y,coordinates_r.z,r.containment,r.food_k,r.strong_k,r.mid_k,coordinates_w.x,coordinates_w.y,coordinates_w.z,w.containment,w.food_k,w.strong_k,w.mid_k,coordinates_f.x,coordinates_f.y,coordinates_f.z,f.containment,f.food_k,f.strong_k,f.mid_k,coordinates_s.x,coordinates_s.y,coordinates_s.z,s.containment,s.food_k,s.strong_k,s.mid_k,coordinates_t.x,coordinates_t.y,coordinates_t.z,t.containment,t.food_k,t.strong_k,t.mid_k,coordinates_e.x,coordinates_e.y,coordinates_e.z,e.containment,e.food_k,e.strong_k,e.mid_k,coordinates_n.x,coordinates_n.y,coordinates_n.z,n.containment,n.food_k,n.strong_k,n.mid_k,coordinates_z.x,coordinates_z.y,coordinates_z.z,z.containment,z.food_k,z.strong_k,z.mid_k,coordinates_m.x,coordinates_m.y,coordinates_m.z,m.containment,m.food_k,m.strong_k,m.mid_k,coordinates_x.x,coordinates_x.y,coordinates_x.z,x.containment,x.food_k,x.strong_k,x.mid_k,coordinates_b.x,coordinates_b.y,coordinates_b.z,b.containment,b.food_k,b.strong_k,b.mid_k,coordinates_d.x,coordinates_d.y,coordinates_d.z,d.containment,d.food_k,d.strong_k,d.mid_k,coordinates_l.x,coordinates_l.y,coordinates_l.z,l.containment,l.food_k,l.strong_k,l.mid_k,coordinates_a.x,coordinates_a.y,coordinates_a.z,a.containment,a.food_k,a.strong_k,a.mid_k,coordinates_h.x,coordinates_h.y,coordinates_h.z,h.containment,h.food_k,h.strong_k,h.mid_k,coordinates_q.x,coordinates_q.y,coordinates_q.z,q.containment,q.food_k,q.strong_k,q.mid_k
s,o,0.513,-0.531,0.74,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,-0.185,0.928,0.481035,0.0,0.0,0.0,1.0,,,,,,,,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.165225,0.7442479999999999,0.557615,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,-0.649,1.52939,0.68,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,c,0.513,-0.531,0.74,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,-0.185,0.928,0.481035,0.0,0.0,0.0,1.0,-0.525007,0.923283,0.438,0.0,0.0,0.0,0.0,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.165225,0.7442479999999999,0.557615,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,-0.649,1.52939,0.68,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<start>,p,-0.451354,-0.413918,0.156247,0.008001,0.902166,0.689002,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,w,0.513,-0.531,0.74,0.008001,0.902166,0.689002,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,1.35572,0.466,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w,f,0.513,-0.531,0.74,0.008001,0.902166,0.689002,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,1.35572,0.466,0.0,0.0,0.0,0.0,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,k,0.513,-0.531,0.74,0.008001,0.902166,0.689002,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,0.083,1.35572,0.466,0.0,0.0,0.0,0.0,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,g,0.513,-0.531,0.74,0.008001,0.902166,0.689002,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,0.083,1.35572,0.466,0.0,0.0,0.0,0.0,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<start>,p,-0.451354,-0.413918,0.156247,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,o,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.185,0.928,0.481035,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,w,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.185,0.928,0.481035,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w,c,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.185,0.928,0.481035,0.0,0.0,0.0,1.0,-0.525007,0.923283,0.438,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,e,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.185,0.928,0.481035,0.0,0.0,0.0,1.0,-0.525007,0.923283,0.438,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-0.765776,0.742873,0.515548,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e,r,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.185,0.928,0.481035,0.0,0.0,0.0,1.0,-0.525007,0.923283,0.438,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.606068,0.743321,0.524829,0.0,0.0,0.0,0.0,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-0.765776,0.742873,0.515548,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<start>,c,-0.451354,-0.413918,0.156247,,,,,,,,,,,,,,,-0.7949970000000001,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,o,0.513,-0.531,0.74,,,,,,,,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.7949970000000001,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,p,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.7949970000000001,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,r,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.7949970000000001,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r,e,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.7949970000000001,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.765776,0.742873,0.515548,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e,r,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.7949970000000001,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.765776,0.742873,0.515548,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r,k,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.7949970000000001,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.765776,0.742873,0.515548,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<start>,w,-0.451354,-0.413918,0.156247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w,o,0.513,-0.531,0.74,,,,,,,,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,p,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,o,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,f,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,-0.165225,0.7442479999999999,0.557615,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,k,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,-0.165225,0.7442479999999999,0.557615,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,k,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,-0.165225,0.7442479999999999,0.557615,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,s,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,-0.165225,0.7442479999999999,0.557615,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,k,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,-0.165225,0.7442479999999999,0.557615,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,f,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,-0.165225,0.7442479999999999,0.557615,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<start>,o,-0.451354,-0.413918,0.156247,,,,,,,,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,p,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,w,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w,p,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,w,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w,g,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,-0.7159989999999999,1.23301,0.469001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,c,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.66,0.923281,0.438,0.0,0.0,0.0,0.0,-0.7159989999999999,1.23301,0.469001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,o,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.66,0.923281,0.438,0.0,0.0,0.0,0.0,-0.7159989999999999,1.23301,0.469001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,c,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.66,0.923281,0.438,0.0,0.0,0.0,0.0,-0.7159989999999999,1.23301,0.469001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.0570049999999999,1.35572,0.466018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<start>,p,-0.451354,-0.413918,0.156247,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,o,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,c,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.66,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,r,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.66,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r,f,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.66,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,,,,,,,,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,k,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.66,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,,,,,,,,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,s,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.66,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,,,,,,,,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.146585,0.7467189999999999,0.516146,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,f,0.513,-0.531,0.74,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,-0.184992,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.66,0.923281,0.438,0.0,0.0,0.0,0.0,,,,,,,,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,,,,,,,,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.146585,0.7467189999999999,0.516146,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
